Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2023T1;11,1383
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2022T4;9,5017
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2022T3;11,4719
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2022T2;12,2786
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2022T1;12,4606
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2021T4;11,3496
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2021T3;8,2123
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2021T2;21,5877
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2021T1;-1,9974
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2020T4;-7,4384
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2020T3;-7,8375
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2020T2;-20,6588
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2020T1;-3,4528
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2019T4;2,9372
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2019T3;2,9588
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2019T2;3,4673
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2019T1;4,3699
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2018T4;3,7478
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2018T3;3,3805
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2018T2;3,6919
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2018T1;3,6151
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2017T4;4,5317
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2017T3;4,133
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2017T2;4,2287
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2017T1;3,8369
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2016T4;2,9117
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2016T3;3,3964
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2016T2;3,4945
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2016T1;3,4123
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2015T4;5,1505
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2015T3;4,801
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2015T2;4,6242
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2015T1;3,9203
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2014T4;2,2682
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2014T3;1,5638
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2014T2;0,699
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2014T1;0,616
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2013T4;0,0855
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2013T3;-0,7757
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2013T2;-1,2057
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2013T1;-2,1241
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2012T4;-3,6896
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2012T3;-2,3652
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2012T2;-3,6555
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2012T1;-2,474
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2011T4;-2,433
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2011T3;-0,8136
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2011T2;-0,3051
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2011T1;0,5269
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2010T4;0,5982
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2010T3;0,4871
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2010T2;0,5749
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2010T1;-0,1395
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2009T4;-2,7802
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2009T3;-3,3408
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2009T2;-4,4717
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2009T1;-3,5853
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2008T4;0,4532
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2008T3;3,4927
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2008T2;4,6236
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2008T1;4,6089
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2007T4;7,3316
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2007T3;6,5617
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2007T2;7,388
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2007T1;7,5955
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2006T4;8,3317
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2006T3;8,1339
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2006T2;8,1545
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2006T1;8,5098
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2005T4;7,8344
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2005T3;7,7278
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2005T2;8,2628
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2005T1;7,8227
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2004T4;7,549
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2004T3;7,122
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2004T2;7,103
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2004T1;6,777
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2003T4;6,8864
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2003T3;7,1033
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2003T2;6,8632
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2003T1;7,4235
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2002T4;6,7507
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2002T3;6,7419
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2002T2;7,5702
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2002T1;6,7717
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2001T4;8,0474
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2001T3;8,2206
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2001T2;8,3743
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2001T1;8,3526
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2000T4;8,4099
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2000T3;8,9801
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2000T2;8,7498
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;2000T1;9,0682
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1999T4;6,6144
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1999T3;6,9583
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1999T2;7,0056
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1999T1;8,0874
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1998T4;6,6772
Datos no ajustados de estacionalidad y calendario;Producto interior bruto a precios de mercado;;Variación anual;1998T3;7,2901
